0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4:s 6:s 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 1:s 0 0 0 0 0 0 0 0 0 1:s 0 0 0 0 1:s 0 0 0 0 0 0 0 0 0 1:s 0 0 0 0 1:s 0 0 0 0 0 0 0 0 0 1:s 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1:s 0 0 0 0 0 0 0 0 0 1:s 0 0 0 0 1:s 0 0 0 0 0 0 0 0 0 1:s 0 0 0 0 1:s 0 0 0 0 0 0 0 0 0 1:s 0 0 0 0
0 0 0 0 1:s 0 0 0 4:s 5:s 6:s 0 0 0 1:s 0 0 0 0 1:s 0 0 0 4:s 5:s 6:s 0 0 0 1:s 0 0 0 0 1:s 0 0 0 4:s 5:s 6:s 0 0 0 1:s 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1:s 0 0 0 4:s 5:s 6:s 0 0 0 1:s 0 0 0 0 1:s 0 0 0 4:s 5:s 6:s 0 0 0 1:s 0 0 0 0 1:s 0 0 0 4:s 5:s 6:s 0 0 0 1:s 0 0 0 0
0 0 0 0 1:s 1:s 1:s 0 0 1:s 0 0 1:s 1:s 1:s 0 0 0 0 1:s 1:s 1:s 0 0 1:s 0 0 1:s 1:s 1:s 0 0 0 0 1:s 1:s 1:s 0 0 1:s 0 0 1:s 1:s 1:s 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1:s 1:s 1:s 0 0 1:s 0 0 1:s 1:s 1:s 0 0 0 0 1:s 1:s 1:s 0 0 1:s 0 0 1:s 1:s 1:s 0 0 0 0 1:s 1:s 1:s 0 0 1:s 0 0 1:s 1:s 1:s 0 0 0 0
0 0 0 0 1:s 0 1:s 0 0 1:s 0 0 1:s 0 1:s 0 0 0 0 1:s 0 1:s 0 0 1:s 0 0 1:s 0 1:s 0 0 0 0 1:s 0 1:s 0 0 1:s 0 0 1:s 0 1:s 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1:s 0 1:s 0 0 1:s 0 0 1:s 0 1:s 0 0 0 0 1:s 0 1:s 0 0 1:s 0 0 1:s 0 1:s 0 0 0 0 1:s 0 1:s 0 0 1:s 0 0 1:s 0 1:s 0 0 0 0
1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 0 0 0 0 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 1:s 0 0 0 0
